rule_name
Windows_Ransomware_Makop_3e388338
win_tofsee_bot
ccrewQAZ
LimeRAT
Windows_Trojan_Metasploit_4a1c4da8
Enigma_Protected_Malware
Ping_Command_in_EXE
MAL_CN_FlyStudio_May18_1
Cobalt_functions
Windows_Generic_Threat_2bb6f41d
Windows_Trojan_Pony_d5516fe8
win_sakula_rat_auto
ZxShell_Related_Malware_CN_Group_Jul17_1
xRAT_1
ReflectiveLoader
Suspicious_PowerShell_WebDownload_1
MAL_EXE_LockBit_v2
EXE_Virus_Neshta_March2024
WannaDecryptor
win_mortalkombat_auto
sakula_v1_3
WannaCry_SMB_Exploit
MAL_ME_RawDisk_Agent_Jan20_2
sfx_pdb_winrar_restrict
Windows_Generic_Threat_cbe3313a
MAL_Neshta_Generic
Windows_Trojan_RedLineStealer_f07b3cb4
MAL_Driver_773B
NionSpy
GoldDragon_RunningRAT
WannaCry_Ransomware
Windows_Generic_Threat_bc6ae28d
DarkComet_1
Windows_Generic_Threat_a3d51e0c
Windows_Trojan_Netwire_f42cb379
WannaCry_Ransomware_Gen
Bozok
SUSP_XMRIG_String
Windows_Trojan_DCRat_1aeea1ac
Windows_Trojan_Generic_40899c85
IcedID_init_loader
Windows_Generic_Threat_7407eb79
Vermin_Keylogger_Jan18_1
Windows_Trojan_CyberGate_517aac7d
Windows_Trojan_XtremeRAT_cd5b60be
Windows_Trojan_Clipbanker_b60a50b8
win_asyncrat_j1
Windows_Trojan_Tofsee_26124fe4
Windows_Trojan_AveMaria_31d2bce9
Windows_Generic_Threat_046aa1ec
RAT_CyberGate
Nanocore_RAT_Gen_2
avemaria_rat_yhub
XiaoBa
Zeppelin
Windows_Ransomware_Lockbit_a1c60939
Nanocore
BTC_Miner_lsass1_chrome_2
XMRIG_Miner
Remcos
DotNet_Reactor
SUSP_Unsigned_GoogleUpdate
win_redline_stealer_generic
njrat1
HTKL_BlackBone_DriverInjector
RAT_Orcus
worm_ms17_010
win_ghost_rat_auto
Xtreme_Sep17_1
Windows_Trojan_Pandastealer_8b333e76
Ammyy_Admin_AA_v3
win_blackshades_auto
CryptoLocker_set1
sakula_v1_4
Windows_Generic_Threat_3f060b9c
Hunting_Rule_ShikataGaNai
APT_MAL_SLOTHFULMEDIA_Oct20_1
win_medusalocker_auto
PredatorPain
win_slothfulmedia_auto
Quasar
xtremrat
Bublik
SUSP_PE_Discord_Attachment_Oct21_1
Windows_Trojan_Njrat_30f3c220
GhostDragon_Gh0stRAT
win_7ev3n_auto
Windows_Trojan_RedLineStealer_4df4bcb6
BlackShades_3
SUSP_NET_NAME_ConfuserEx
win_limerat_j1_00cfd931
win_mofksys_auto
Windows_Trojan_Remcos_b296e965
RAT_remcos_strings
Windows_Trojan_RedLineStealer_3d9371fd
MAL_Driver_Gentilkiwibenjamindelpy_Mimidrv_Mimidrvmimikatz_7662
RAT_DarkComet
APT1_LIGHTBOLT
CN_Actor_RA_Tool_Ammyy_mscorsvw
Windows_Ransomware_Lockbit_89e64044
win_runningrat_auto
MAL_Envrial_Jan18_1
SUSP_SFX_cmd
win_ave_maria_auto
Wabot
Xtreme
Xtreme_RAT_Gen_Imp
HKTL_NET_GUID_Stealer
Windows_Generic_Threat_b577c086
CryptoLocker_rule2
Windows_Ransomware_Phobos_11ea7be5
CN_disclosed_20180208_KeyLogger_1
GenericRedLineLike
RAT_PredatorPain
win_xorist_auto
RAT_Bozok
Windows_Generic_Threat_97c1a260
Windows_Cryptominer_Generic_f53cfb9b
MSILStealer
win_xiaoba_auto
CoinMiner_Strings
BlackWorm
diamond_fox
Windows_Trojan_Njrat_eb2698d2
NanoCore
Windows_Generic_Threat_62e1f5fc
CobaltStrike_Sleeve_BeaconLoader_x86_o_v4_3_v4_4_v4_5_and_v4_6
RAT_HawkEye
Windows_Generic_Threat_994f2330
PUA_CryptoMiner_Jan19_1
DarkComet_4
Windows_Ransomware_Makop_3ac2c13c
shifu_shiz
MAL_Metasploit_Framework_UA
CyberGate
Windows_Ransomware_Conti_89f3f6fa
Windows_Virus_Neshta_2a5a14c8
Codoso_Gh0st_2
Windows_Trojan_Metasploit_96233b6b
CrowdStrike_SUNSPOT_02
PUA_Crypto_Mining_CommandLine_Indicators_Oct21
Winnti_NlaifSvc
EXE_Ransomware_Phobos_Feb2024
Windows_Trojan_Zeus_e51c60d7
Windows_Trojan_Limerat_24269a79
SUSP_RANSOMWARE_Indicator_Jul20
Windows_Generic_MalCert_72de26c5
EnigmaStub
wannacry_static_ransom
Windows_Generic_Threat_ce98c4bc
Multi_Cryptominer_Xmrig_f9516741
MAL_Driver_Gentilkiwibenjamindelpy_Mimidrv_Mimidrvmimikatz_14B8
MyWScript_CompiledScript
RAT_Xtreme
Codoso_Gh0st_1
detect_Redline_Stealer_V2
Quasar_RAT_1
S_MultiFunction_Scanners_s
BlackMoon
sitrof_fortis_scar
Mimikatz_Strings
win_remcos_auto
ransom_telefonica
Windows_Generic_Threat_da0f3cbb
Windows_Trojan_RedLineStealer_6dfafd7b
CN_disclosed_20180208_Mal1
Chinese_Hacktool_1014
XMRIG_Monero_Miner
Agenttesla_type2
WinLock
MS17_010_WanaCry_worm
Windows_Trojan_Asyncrat_11a11ba1
Windows_Trojan_Clipbanker_7efaef9f
HiddenVNC
Windows_Trojan_CyberGate_9996d800
win_jaku_auto
Njrat2
Windows_Generic_Threat_073909cf
Windows_Trojan_CobaltStrike_f0b627fc
Hawkeye
mimikatz
sakula_v1_2
win_gandcrab_auto
Typical_Malware_String_Transforms
CN_Honker_Webshell
DarkComet_3
CobaltStrike_Resources_Reverse_Bin_v2_5_through_v4_x
netwire
Malware_QA_update
HKTL_mimikatz_icon
Andromeda_MalBot_Jun_1A
win_astralocker_auto
CN_Actor_AmmyyAdmin
Windows_Trojan_Nanocore_d8c4e3c5
pony
HKTL_Imphashes_Aug22_1
MAL_QuasarRAT_May19_1
RAT_BlackShades
SUSP_XORed_Mozilla_Oct19
WannaCry_Ransomware_Dropper
NHS_Strain_Wanna
PUA_WIN_XMRIG_CryptoCoin_Miner_Dec20
Windows_Cryptominer_Generic_dd1e4d1a
Windows_Generic_Threat_20469956
AveMaria
dcrat_rkp
HKTL_NET_NAME_ConfuserEx
win_blackcat_auto
yarahub_win_remcos_rat_unpacked_aug_2023
ProjectM_DarkComet_1
MAL_Winnti_Sample_May18_1
SUSP_XMRIG_Reference
Windows_Trojan_Quasarrat_e52df647
BlackShades_4
MAL_XMR_Miner_May19_1
Multi_Ransomware_BlackCat_aaf312c3
Windows_Trojan_Darkcomet_1df27bcc
Xtreme_Sep17_3
Destructive_Ransomware_Gen1
Windows_Generic_Threat_7526f106
RAT_njRat
Wanna_Cry_Ransomware_Generic
win_rifdoor_auto
win_lockbit_auto
Gen_Net_LocalGroup_Administrators_Add_Command
SUSP_NET_Msil_Suspicious_Use_StrReverse
win_mbrlock_auto
Quasar_RAT_2
Windows_Generic_Threat_76a7579f
BlackShades_25052015
win_globeimposter_auto
win_isr_stealer_auto
HawkEye
signed_sys_with_vulnerablity
Windows_Trojan_CyberGate_c219a2f3
Windows_Generic_Threat_2bb7fbe3
